"Sender" "Receiver"
"1" 1.44606262217522 1.42315696308031
"2" 0.18701150317225 3.32265953335456
"3" 0.55194595149893 2.40322264159686
"4" 1.33258200939023 2.59766126614932
"5" -1.72638139448605 2.22023582780386
"6" -0.309020549812945 -0.330404033158123
"7" 1.01534617144528 1.74943334166767
"8" 1.48983402663505 1.9770674644215
"9" 2.15973258377013 2.58984680729566
"10" 0.214396204165177 1.84894984373517
"11" -1.39532308244692 3.43801357957427
"12" 1.10043596796266 1.59036106810599
"13" 0.379496223771793 0.183311515306078
"14" 0.815012263618839 1.87046153833072
"15" -0.418782909251013 1.29968488095381
"16" -3.48858950957877 1.66494026741074
"17" -0.955572282646388 3.52170048994209
"18" -0.655824693660232 -0.0399725832309763
"19" 2.92243179997227 2.4725592970037
"20" 1.27716622296788 3.21450673938306
"21" 1.1199486039104 -3.71862754104983
"22" 1.56449121882045 2.23740089436071
"23" 1.27041451709237 2.13077765163188
"24" -0.588846710542375 0.773451939098226
"25" 1.42554267339855 2.73837980713902
"26" 1.35359664629347 1.7549248297274
"27" -1.46912238633195 -1.17141088650163
"28" 1.06124858497413 1.50129511984825
"29" 0.154214979785682 0.848261754240714
"30" 0.443218729286245 0.218388988436106
"31" -1.10588855016807 1.53797549475431
"32" 0.341758298320853 0.019992518499212
"33" -1.11652968725535 -0.206263894103434
"34" 1.91566723600524 2.22318882823829
"35" -0.650551452350709 2.24494699603996
"36" 1.40889729674397 1.58894381306073
"37" 1.99083012784523 0.838637357135516
"38" -0.925388710244886 0.985698524306943
"39" -0.104161539577115 0.249901175591369
"40" 0.437488526067849 2.61667361567406
"41" -1.05739178803429 1.04824009049393
"42" 1.53591477596771 -3.55920470618824
"43" 2.16001229202026 1.88332079372046
"44" 0.785158625179905 1.4264662816971
"45" 0.200861344921239 2.38472025737964
"46" -0.278423782943916 1.49735149114046
"47" 1.01359848983672 2.19478686514923
"48" 0.94634066846068 0.65384598865481
"49" 0.467290108574593 2.31469701777096
"50" 1.65166372649712 1.60016530838943
"51" -0.534884883564712 2.6228504031389
"52" 0.0183759230833384 0.961836259417594
"53" -2.39431265303748 2.68358472375765
"54" 2.18668810183266 0.693855929019865
"55" -0.00517335750165346 -0.214957188240813
"56" 1.6186009293196 -0.679434143285495
"57" 1.59725286518629 0.114747011137855
